sale_id,date,product_id,store_id,quantity,price
411,2023-01-12,6,6,1,3815.29
596,2023-02-06,9,7,2,342.78
275,2024-05-28,4,1,2,8633.55
486,2023-11-21,7,2,1,92.94
507,2024-01-04,11,2,1,307.04
1445,2024-05-18,13,3,5,1034.27
763,2023-09-12,8,7,2,46.53
539,2023-02-12,13,8,5,970.88
383,2024-09-18,15,1,2,199.37
330,2024-11-25,13,1,2,955.77
1148,2024-08-19,1,7,1,31047.16
954,2024-06-28,13,7,2,1034.31
1070,2023-04-26,5,3,2,9903.65
511,2024-06-15,9,4,4,344.61
762,2024-12-05,11,2,4,303.84
923,2023-06-30,8,3,5,45.15
661,2024-09-20,14,1,4,82.5
398,2024-10-23,2,2,1,55183.3
918,2024-09-19,7,3,4,88.32
1180,2023-04-29,2,8,2,54859.3
965,2023-04-07,9,4,4,345.13
630,2024-03-05,5,4,1,10478.91
680,2024-10-04,4,5,2,9359.31
482,2023-10-07,13,8,4,971.84
84,2023-11-04,9,7,3,345.59
215,2023-10-14,1,6,1,29820.21
501,2024-07-31,5,3,1,10442.55
8350,2024-06-15,999,5,1,100.0
521,2024-09-20,14,8,5,78.44
925,2024-08-04,2,2,1,52570.64
1356,2024-10-21,15,6,4,202.32
9646,,2,4,2,100.0
55,2023-11-18,6,7,1,4058.5
1023,2023-11-28,11,2,1,304.14
336,2024-12-21,8,5,4,43.65
1037,2024-06-04,15,2,3,198.69
971,2023-02-13,9,8,5,336.96
549,2024-12-29,7,4,4,88.91
867,2023-09-28,5,6,2,10086.44
1337,2023-07-09,11,1,1,288.4
855,2023-12-28,14,6,4,81.31
1462,2024-02-17,7,3,1,87.21
1324,2024-06-14,7,8,4,87.58
1139,2023-12-17,9,4,2,354.68
1389,2024-11-07,15,8,3,207.7
961,2023-05-30,2,7,1,55227.51
326,2024-03-12,5,8,2,9937.18
384,2024-07-28,7,8,5,87.9
1332,2023-05-14,15,7,1,190.6
1272,2024-01-17,7,8,5,89.24
546,2023-10-27,7,5,5,93.32
197,2024-11-05,8,1,5,46.64
195,2024-01-29,14,2,2,78.06
1072,2023-04-03,6,3,1,3826.89
148,2023-09-28,10,3,2,502.07
122,2024-08-02,13,6,5,991.84
989,2024-08-27,6,6,1,4032.28
729,2023-02-08,9,6,1,362.68
445,2023-07-28,7,2,4,92.09
838,2023-11-17,6,4,2,3900.9
540,2024-03-11,4,4,2,9326.95
176,2023-07-13,15,4,5,196.67
677,2024-06-13,13,3,1,1043.88
382,2023-11-18,8,7,2,44.6
379,2024-08-15,9,1,5,348.32
246,2023-11-13,15,6,1,192.66
468,2023-10-01,13,2,3,1044.88
313,2024-01-01,13,6,2,1022.27
1406,2024-08-26,2,6,1,53980.88
1228,2024-08-18,1,2,2,30822.71
114,2024-04-26,1,1,2,29162.94
671,2024-04-21,6,5,1,3850.8
389,2023-12-24,9,5,3,335.8
913,2024-06-22,13,8,5,952.3
1271,2023-10-01,8,7,3,43.0
22,2024-11-27,8,2,4,44.47
1479,2023-01-06,8,1,2,45.7
1305,2024-09-04,3,4,2,24926.56
181,2024-02-24,14,3,1,78.76
23,2024-04-24,9,1,1,355.34
874,2024-01-26,7,2,4,85.74
1300,2024-09-09,10,1,3,513.68
1281,2024-02-26,9,6,4,352.26
568,2024-07-30,1,3,2,29543.71
947,2023-09-24,5,1,1,10013.29
804,2023-09-19,1,8,1,28610.28
737,2024-12-29,10,1,4,538.54
269,2024-10-01,7,6,2,88.46
845,2023-08-17,14,5,2,78.72
179,2023-05-10,8,6,1,46.68
291,2024-01-09,11,4,4,302.31
1418,2023-02-23,10,3,4,534.1
1239,2023-10-19,5,5,2,10106.7
820,2023-08-22,14,7,4,78.61
45,2024-07-17,3,1,1,26055.49
1266,2024-11-21,7,1,1,87.96
784,2023-05-12,4,6,2,8916.88
600,2023-10-17,13,5,3,957.68
647,2024-07-29,11,6,2,303.95
200,2024-09-27,6,3,1,4150.96
451,2024-12-21,5,4,2,10265.24
298,2023-06-14,7,3,4,85.37
146,2024-03-29,7,7,3,89.61
118,2024-01-13,5,2,1,10454.26
1080,2023-01-06,10,8,2,504.31
31,2024-06-29,13,3,4,1043.64
951,2023-07-13,8,7,4,43.87
1088,2024-01-24,14,7,5,75.56
957,2023-06-05,2,1,1,57587.36
1225,2023-11-26,14,4,1,79.74
7,2024-01-25,3,6,2,25757.51
1394,2024-10-23,5,4,2,9728.74
410,2023-10-01,15,5,5,203.44
211,2023-04-30,4,1,2,9435.84
385,2023-06-27,8,6,5,44.34
758,2024-08-27,8,8,2,45.5
827,2024-10-25,7,1,5,92.34
1498,2024-11-20,10,6,4,534.56
787,2024-09-08,11,5,5,309.79
753,2023-02-16,1,3,1,29476.15
919,2024-03-05,11,6,3,309.59
1020,2024-03-20,13,3,2,997.09
219,2024-10-19,10,1,1,533.88
958,2023-10-16,7,8,1,86.62
478,2024-07-31,6,7,2,3943.65
1203,2023-01-20,14,3,1,82.42
860,2024-08-27,5,7,1,9733.93
229,2023-02-01,2,8,2,54584.58
655,2024-03-05,15,7,4,206.6
4,2024-10-27,11,7,2,297.48
225,2023-01-17,5,1,1,10231.48
1407,2024-03-09,8,4,3,46.71
44,2023-09-13,14,2,4,81.43
1064,2024-04-12,14,1,2,79.15
466,2024-12-15,11,3,1,311.5
108,2024-03-22,8,7,3,45.76
1117,2023-02-15,11,2,3,298.01
8156,2024-06-15,999,7,1,100.0
1085,2023-02-20,4,3,1,9144.71
307,2024-09-29,8,2,4,45.44
631,2024-12-31,7,8,3,92.67
344,2024-02-24,14,2,2,82.73
580,2023-01-15,6,1,1,4169.02
1000,2023-11-29,14,7,4,81.58
1287,2024-12-10,14,3,2,76.93
710,2024-10-29,7,3,5,91.36
1252,2023-08-24,3,8,1,25218.86
1423,2024-02-29,7,7,4,92.96
709,2023-10-11,10,5,3,527.1
712,2023-01-27,10,5,3,540.12
488,2023-07-11,8,7,1,42.87
684,2024-08-19,13,2,1,1005.26
194,2024-03-10,11,8,3,290.01
1077,2023-02-22,8,5,4,44.05
71,2024-02-21,15,3,2,206.26
1119,2023-11-16,10,4,3,503.46
207,2024-02-09,1,2,2,29595.89
1219,2024-05-15,10,8,5,495.43
206,2023-08-20,14,7,5,77.94
1399,2023-02-26,14,2,3,79.8
353,2024-10-18,13,5,2,1025.67
433,2024-03-05,10,1,2,503.75
1016,2023-08-15,4,7,2,9217.3
973,2023-12-13,15,1,1,196.12
1481,2024-09-23,7,7,3,85.33
1297,2023-02-26,10,4,5,520.37
520,2024-02-19,10,3,4,513.58
1354,2023-07-23,7,7,1,86.62
59,2024-01-14,7,8,5,90.81
149,2023-03-18,5,7,2,10179.18
1293,2023-10-24,15,3,5,203.55
674,2024-02-01,14,7,5,80.48
601,2024-04-12,1,4,2,30181.36
531,2023-10-23,4,6,2,9097.35
1124,2023-06-25,3,6,2,23867.26
378,2024-12-05,10,8,3,543.24
8252,2024-06-15,999,8,1,100.0
352,2024-09-11,7,1,1,85.27
1469,2024-03-23,3,8,2,24111.87
317,2024-04-13,1,4,1,30863.04
481,2023-12-15,10,7,3,494.59
151,2024-12-20,14,2,2,82.35
150,2024-04-26,7,4,3,90.84
1008,2023-09-13,6,5,1,4018.12
555,2024-03-15,14,8,3,77.6
598,2024-08-08,7,1,2,86.54
319,2024-07-10,8,1,2,44.04
367,2023-04-21,8,5,3,46.19
1312,2024-10-17,14,8,1,80.22
668,2024-04-29,14,5,4,78.77
526,2024-04-13,10,5,5,523.68
447,2024-11-20,10,1,1,502.82
599,2024-06-12,15,7,1,206.5
320,2023-02-18,14,6,3,76.03
987,2023-07-26,4,4,1,8569.1
62,2023-04-20,12,3,3,63571.63
46,2023-08-31,5,8,2,9704.03
817,2024-12-20,14,7,1,80.95
141,2024-08-10,7,8,4,87.58
249,2024-03-05,8,3,3,44.15
1458,2023-11-29,15,3,2,206.23
456,2024-07-20,15,7,3,192.08
950,2024-03-16,13,4,1,1003.82
743,2023-05-21,8,2,5,45.98
493,2024-03-21,7,5,4,91.52
1456,2024-12-25,10,8,3,523.89
364,2024-05-24,1,7,2,31389.59
1073,2024-12-24,8,6,1,45.11
522,2023-01-05,11,4,3,306.54
653,2023-09-29,5,2,2,9746.9
130,2023-07-15,3,7,2,25127.89
587,2024-12-25,4,1,1,8986.78
9576,,4,8,2,100.0
1270,2024-12-20,5,4,2,9842.86
1457,2023-01-06,7,1,5,93.01
1380,2024-11-14,7,5,3,93.18
608,2023-04-06,1,4,2,30592.34
70,2023-09-13,10,6,5,538.94
731,2023-12-19,7,2,4,89.03
610,2023-05-17,10,7,1,523.77
13,2024-12-19,15,2,5,201.69
106,2023-01-07,15,5,4,206.03
1377,2024-03-07,7,8,5,84.75
198,2023-02-20,14,8,3,81.18
602,2023-11-08,12,4,4,64133.91
1144,2024-08-17,14,1,2,80.27
1446,2024-11-04,10,8,1,502.85
1055,2024-01-03,3,8,1,24995.81
27,2023-06-06,8,3,5,47.04
1161,2024-08-13,7,1,5,88.85
1313,2023-10-22,8,8,2,42.88
1226,2023-12-10,2,5,1,56406.27
348,2023-11-27,15,4,3,207.9
104,2024-07-09,8,1,2,46.5
1006,2024-12-07,14,3,1,75.35
636,2024-02-02,7,3,2,86.66
1374,2023-09-08,6,5,1,4153.75
439,2023-03-04,9,3,4,350.95
815,2023-04-09,5,1,1,9701.07
476,2023-02-03,5,6,1,10451.01
394,2024-08-23,6,1,1,4045.04
465,2023-10-09,9,5,1,349.08
1045,2024-01-27,9,4,4,339.94
639,2024-05-19,9,3,4,332.87
676,2024-02-09,14,1,5,79.56
807,2023-07-08,9,3,4,350.5
614,2024-08-21,4,2,1,8944.66
1059,2023-08-16,12,4,2,62170.32
239,2024-07-23,2,6,1,54499.54
1480,2024-04-16,11,8,3,302.54
1238,2023-06-13,10,1,1,526.52
1284,2023-08-21,8,5,1,43.42
99,2024-05-01,8,4,3,46.2
412,2023-05-02,8,3,4,45.84
391,2023-05-30,7,5,1,87.63
1392,2023-06-04,12,5,4,64406.78
302,2024-10-27,7,3,2,84.89
54,2024-09-26,3,6,2,24250.94
1143,2024-10-22,10,2,2,535.45
1029,2023-09-06,15,3,3,189.32
694,2023-06-12,2,7,1,56532.56
105,2024-02-03,14,1,5,78.06
68,2024-08-19,9,7,2,333.01
443,2023-05-28,13,1,5,990.28
642,2023-07-01,15,6,1,189.49
626,2024-01-27,11,3,3,290.47
309,2023-01-02,10,4,5,514.67
57,2024-07-30,15,2,5,193.29
1092,2024-09-11,15,5,4,201.17
822,2024-07-01,1,2,1,30592.45
1130,2024-12-01,10,8,4,505.07
1114,2024-05-10,11,5,3,288.33
131,2023-09-04,11,8,4,307.76
802,2024-11-30,3,3,1,24683.12
1358,2023-04-21,4,8,2,8748.01
711,2023-02-28,13,7,3,1017.06
869,2023-07-27,9,7,2,352.68
1113,2024-05-09,14,3,2,77.74
321,2024-01-12,8,7,4,46.78
387,2023-09-10,7,5,2,92.93
35,2023-03-07,7,4,5,86.51
939,2024-02-11,9,2,1,340.71
63,2023-08-04,11,4,3,299.16
88,2024-03-16,13,6,4,993.18
1393,2023-03-07,10,7,3,535.8
1165,2024-11-10,15,2,5,204.93
458,2024-12-02,7,8,4,88.65
641,2023-01-01,7,4,2,87.58
1433,2023-09-12,7,8,1,84.64
1257,2024-12-14,14,8,4,76.95
450,2023-05-01,12,8,2,66261.38
1316,2024-05-02,15,2,3,199.25
615,2023-11-18,8,6,2,44.78
795,2024-12-08,13,4,5,952.28
75,2024-04-16,7,4,2,84.76
967,2024-07-16,9,5,4,353.83
243,2024-07-23,7,5,5,86.56
814,2023-10-31,14,4,3,79.11
533,2024-01-29,15,8,4,202.68
342,2024-07-21,9,8,5,336.08
842,2023-07-21,6,2,1,4146.45
1224,2024-11-25,8,2,5,45.21
853,2024-08-06,5,7,2,10077.59
349,2024-06-15,14,2,3,76.6
982,2024-09-26,14,4,3,80.75
245,2024-12-11,7,3,3,90.8
1333,2024-05-10,12,1,2,62441.21
111,2024-03-14,4,8,1,8585.71
1282,2024-12-14,9,8,4,342.16
513,2024-05-09,4,7,1,8644.85
685,2023-04-14,13,6,4,975.44
1246,2023-05-29,5,8,1,9877.44
1142,2024-02-20,3,2,2,24558.69
983,2024-11-05,15,7,2,199.48
1476,2024-04-10,12,8,5,66990.61
199,2023-08-24,10,6,2,526.09
129,2023-09-22,7,5,5,84.64
637,2023-11-22,13,6,5,951.87
675,2024-05-01,9,4,4,341.98
9801,,10,2,3,100.0
404,2024-04-24,7,2,3,86.0
512,2024-04-19,13,3,3,1048.72
153,2023-08-19,10,5,2,496.76
1348,2024-12-04,15,8,2,200.07
463,2024-04-11,7,8,4,84.69
52,2023-03-24,14,2,5,75.59
1496,2024-08-24,14,6,5,81.79
1465,2024-02-02,8,7,1,46.15
399,2023-02-08,15,3,4,206.61
803,2024-03-14,7,5,2,85.98
1427,2023-06-24,15,2,1,203.35
648,2023-06-29,8,5,2,43.55
1303,2024-03-30,12,7,4,63616.33
861,2023-05-11,9,3,2,353.52
570,2024-03-29,14,2,1,76.16
97,2024-09-01,7,8,5,91.8
460,2024-07-09,15,1,5,189.72
90,2023-10-18,9,6,1,360.11
8088,2024-06-15,999,5,1,100.0
1015,2023-02-12,7,3,3,89.02
956,2023-10-06,11,8,2,293.64
250,2023-11-29,13,2,1,964.59
1454,2023-01-27,7,2,4,87.87
1276,2023-03-20,4,5,1,9167.18
886,2024-10-13,1,2,1,29905.03
662,2023-06-18,10,7,2,495.83
1212,2024-10-09,8,4,2,42.91
875,2024-05-03,13,2,3,1008.82
1126,2023-03-30,8,3,5,46.76
930,2024-06-06,8,8,1,44.46
518,2023-06-18,15,4,5,192.52
1486,2023-06-06,12,8,4,64804.71
1095,2024-09-16,6,5,1,3791.13
562,2023-11-09,11,4,4,303.65
467,2024-06-20,4,4,2,9273.38
1438,2024-09-26,8,7,3,43.35
1368,2024-08-05,11,8,4,300.86
1074,2024-01-29,11,3,4,300.51
263,2023-04-19,6,7,1,3948.41
134,2024-07-17,7,8,3,87.28
360,2023-05-06,7,4,2,85.41
397,2024-05-02,8,4,3,44.2
350,2024-07-18,7,5,5,89.3
1477,2023-12-16,15,3,2,192.73
1179,2023-06-21,5,6,1,10132.12
1289,2023-07-08,5,1,2,10467.54
228,2024-09-21,1,5,2,30419.88
812,2023-11-25,8,2,4,43.9
402,2024-08-04,10,6,3,516.63
15,2024-10-17,11,4,3,309.25
429,2024-07-04,8,3,2,46.51
1254,2024-03-20,9,3,5,362.9
575,2023-07-13,12,5,1,66834.43
1467,2024-06-09,7,8,2,90.31
744,2023-05-01,7,2,4,86.32
1012,2023-12-09,7,7,4,92.83
480,2023-12-21,2,7,1,56852.37
453,2024-06-09,14,8,1,81.39
621,2023-05-24,4,1,1,8658.01
185,2024-10-08,11,5,2,306.38
393,2024-07-05,7,5,2,85.52
733,2024-04-11,11,6,4,310.6
576,2023-09-03,8,2,2,45.0
41,2023-02-25,11,2,1,296.09
454,2024-04-25,13,6,2,986.08
1123,2024-07-16,7,3,3,89.66
911,2024-05-19,14,5,4,76.49
396,2023-05-21,1,3,2,30448.53
759,2024-01-03,10,3,4,540.82
948,2023-05-20,7,8,5,84.62
1431,2023-10-17,11,4,4,289.44
18,2024-02-10,14,8,2,77.14
363,2024-05-25,15,8,4,206.54
793,2023-02-24,10,4,3,531.98
734,2023-05-18,7,8,3,91.23
771,2023-01-01,14,5,5,79.49
723,2024-08-06,14,8,2,77.55
253,2024-06-08,4,7,1,8795.14
912,2024-06-07,7,4,5,85.69
64,2023-09-15,14,1,1,80.06
1104,2023-02-27,14,5,5,80.78
159,2023-06-29,8,8,3,43.57
167,2024-12-16,8,1,5,46.35
1103,2024-07-03,14,8,4,82.38
805,2023-11-27,10,5,4,534.05
1326,2024-07-26,10,2,4,516.95
8142,2024-06-15,999,7,1,100.0
356,2024-12-02,8,8,1,45.85
20,2024-08-20,8,4,2,45.04
9,2024-10-05,10,6,5,503.03
1390,2024-06-29,13,7,5,1021.64
1325,2023-06-16,4,3,1,9288.08
274,2023-02-12,8,4,3,45.47
33,2024-12-07,5,5,2,10484.65
673,2024-02-28,15,4,5,190.26
942,2023-06-24,1,6,2,31082.36
1141,2024-04-19,7,2,4,86.12
700,2023-12-25,7,5,1,87.09
659,2023-03-17,7,7,2,91.06
504,2023-11-07,6,3,2,4105.34
1160,2023-08-31,11,5,4,311.75
928,2023-05-05,7,4,5,89.68
536,2023-08-19,9,3,4,351.29
702,2024-11-24,5,7,1,10354.27
1200,2024-10-22,8,3,5,46.21
1383,2023-04-05,11,2,5,294.12
432,2023-10-10,5,2,1,10299.17
885,2024-02-15,13,1,2,987.92
1488,2024-02-06,2,1,1,55707.12
1140,2023-03-21,12,8,1,65588.97
1410,2024-01-29,7,6,1,89.31
252,2024-03-10,8,8,4,43.98
9368,,15,5,2,100.0
1232,2024-06-19,8,4,2,45.5
616,2024-04-19,7,2,1,85.95
144,2024-07-30,15,2,2,191.41
1094,2024-05-23,9,8,4,359.75
331,2024-10-22,7,7,5,84.84
1291,2023-01-26,8,8,2,47.02
577,2024-08-31,3,1,2,26074.38
1046,2023-06-06,8,5,5,44.23
1361,2023-06-06,7,2,1,90.43
720,2024-04-26,2,2,2,57131.45
779,2023-07-15,11,2,4,285.44
514,2023-05-26,7,6,4,91.53
560,2023-10-08,3,6,2,23946.47
988,2024-10-19,14,8,5,79.98
124,2024-05-16,4,6,2,9176.37
2,2023-04-15,11,2,5,296.67
343,2023-03-30,2,7,2,55131.3
593,2023-04-16,14,2,2,80.9
1199,2024-05-18,15,4,5,196.86
3,2023-01-31,3,4,1,25143.05
86,2024-01-24,11,3,5,301.07
926,2023-09-18,8,2,4,46.1
1186,2023-10-07,7,5,1,86.82
1375,2023-03-09,14,2,3,76.39
1466,2024-01-13,10,7,4,497.87
1262,2024-01-15,10,1,1,513.03
1237,2023-07-18,4,3,2,8987.77
1107,2023-10-15,14,6,4,80.0
765,2023-06-10,9,8,4,361.89
1218,2024-08-16,6,2,1,4083.95
417,2024-12-21,7,2,1,91.93
1025,2024-11-02,1,5,1,31452.47
172,2024-09-05,9,3,1,341.19
1388,2023-01-20,10,3,5,518.96
1411,2023-08-31,14,7,1,82.24
1164,2024-06-19,14,2,2,78.78
1493,2024-10-25,8,8,1,44.98
258,2024-12-21,6,6,1,3948.93
1137,2023-09-02,10,3,4,512.97
505,2023-03-17,8,8,5,44.55
208,2024-11-19,6,7,2,3833.73
1135,2024-06-04,4,2,2,9040.48
1202,2023-04-16,1,2,2,30821.43
1265,2023-12-10,11,1,5,312.32
1417,2024-03-06,10,6,4,529.13
1229,2023-01-17,14,2,1,75.11
60,2024-09-18,15,1,5,195.01
992,2024-03-01,14,1,5,77.15
135,2023-08-25,4,4,2,8647.98
834,2024-05-13,15,6,2,202.41
1133,2023-01-31,2,2,2,54872.61
952,2024-10-23,8,7,2,43.93
652,2023-11-24,5,2,2,9936.68
125,2024-03-21,5,5,2,9954.91
552,2023-10-12,11,6,4,312.46
236,2023-04-08,7,6,3,87.88
789,2023-10-25,11,3,2,299.12
1307,2023-04-01,1,5,2,29015.0
1042,2023-08-30,15,5,1,201.5
1010,2023-06-27,8,2,5,45.64
485,2023-03-26,7,7,2,91.13
1201,2023-08-12,10,2,4,530.18
491,2023-09-06,9,3,4,337.47
415,2024-09-12,7,8,5,91.69
107,2024-03-05,9,4,4,339.21
1350,2024-05-02,15,6,2,189.3
770,2023-01-19,4,7,1,9041.36
529,2024-09-02,4,7,2,8707.49
664,2024-07-07,7,5,3,86.66
846,2024-06-06,3,6,1,25396.53
1432,2023-05-30,1,5,1,30342.92
656,2023-12-26,9,2,4,359.08
203,2023-06-29,5,6,2,10320.14
1464,2024-11-12,3,6,1,24964.07
1474,2024-05-30,1,8,1,30848.25
120,2024-01-20,8,4,1,45.41
56,2023-11-04,8,2,1,44.81
372,2023-05-28,5,7,1,9535.76
1301,2024-03-13,7,6,1,87.08
121,2024-10-04,6,5,1,4108.19
347,2023-02-26,14,3,3,76.35
835,2023-08-29,4,2,1,8826.19
629,2024-07-17,8,2,3,44.47
316,2024-05-05,10,3,1,530.21
184,2024-05-14,14,1,5,75.59
524,2024-04-13,4,8,2,9077.18
1327,2023-03-20,4,3,1,8971.59
295,2024-05-29,9,3,2,359.51
585,2023-09-02,2,2,2,52878.31
345,2024-10-19,3,8,2,24061.21
1277,2024-05-23,4,4,1,8804.06
204,2023-09-21,15,8,3,203.91
235,2023-08-22,8,8,4,44.62
187,2023-11-03,14,1,3,81.34
527,2024-11-19,4,2,1,8815.04
783,2024-06-04,13,3,5,966.4
650,2024-09-08,7,4,5,85.48
1082,2024-09-06,1,5,1,28637.21
50,2023-08-11,15,1,3,190.19
850,2024-01-14,6,4,2,3945.35
370,2024-09-30,11,2,2,313.2
896,2023-10-11,6,4,2,4161.46
697,2024-01-05,11,5,3,308.67
1450,2023-06-01,4,2,1,9320.99
1007,2023-12-31,5,5,2,10379.24
93,2024-10-06,9,7,4,345.5
1207,2024-05-08,4,6,2,9153.47
9043,,9,2,1,100.0
657,2024-08-14,10,4,2,516.47
1243,2024-11-24,14,4,1,77.63
1419,2023-05-20,1,4,2,29431.35
9453,,13,8,3,100.0
910,2024-07-08,15,8,3,201.4
1187,2024-08-21,8,4,5,46.22
503,2024-12-10,3,7,2,24088.31
422,2023-11-12,11,7,3,308.46
564,2024-08-30,6,8,1,3793.72
1269,2023-09-02,9,8,5,361.95
369,2023-10-23,3,8,2,25802.95
1090,2024-06-21,5,4,1,9599.69
247,2023-05-27,9,7,1,336.5
39,2023-09-06,13,7,2,958.47
1030,2024-12-11,13,5,4,996.12
975,2023-11-21,15,6,4,203.64
388,2023-11-01,13,4,4,980.72
1069,2024-04-19,14,8,1,80.76
1168,2024-03-07,7,5,3,86.04
109,2024-02-19,11,8,2,313.37
1182,2024-02-04,8,3,5,46.67
1110,2023-03-30,8,4,3,44.78
1268,2024-07-26,11,4,2,313.39
1402,2024-05-27,15,5,4,206.65
175,2024-05-10,7,7,4,92.85
1146,2023-07-20,5,6,2,10060.21
1434,2023-05-17,14,7,2,80.69
1150,2024-01-03,4,5,1,8751.98
633,2024-09-03,5,5,1,10298.35
1172,2023-05-10,9,5,3,336.18
51,2024-08-21,8,3,1,47.07
340,2024-12-18,10,6,5,504.69
182,2023-09-29,7,7,1,92.13
569,2023-08-07,10,3,4,525.02
908,2023-09-13,14,6,2,81.2
94,2023-06-01,10,1,1,533.45
9215,,9,1,1,100.0
1425,2024-04-18,5,3,1,9891.13
810,2024-07-28,14,1,1,80.33
477,2024-08-24,4,7,1,8809.55
794,2023-06-14,15,5,2,205.75
8807,2024-06-15,999,4,1,100.0
1278,2024-11-29,9,3,4,343.65
1280,2023-01-23,14,4,5,80.14
183,2024-11-21,14,7,3,80.0
667,2023-04-10,1,3,2,31420.7
306,2023-09-01,7,1,2,88.29
1430,2024-01-27,4,4,1,9435.19
922,2024-01-26,5,3,2,10295.36
944,2024-12-15,9,8,5,346.73
1376,2024-07-05,7,8,4,89.61
1034,2023-07-25,13,5,1,995.5
284,2023-03-28,7,7,3,91.79
272,2023-02-28,7,5,1,90.29
1241,2023-01-30,8,2,1,46.78
974,2023-06-07,11,2,2,298.64
773,2023-08-17,14,6,5,81.11
692,2024-09-11,10,4,4,504.02
927,2023-09-24,7,5,3,84.73
1422,2023-05-17,6,6,2,3869.77
635,2024-11-03,6,1,1,4020.2
1412,2024-02-07,15,5,3,190.85
986,2023-03-10,1,3,1,31110.1
856,2024-09-10,1,3,2,28987.15
92,2023-02-17,6,8,1,3972.21
139,2024-06-30,4,1,1,9037.97
715,2024-10-15,13,6,5,979.04
1122,2024-09-29,9,2,2,350.48
251,2024-09-24,2,2,2,54677.18
5,2023-10-12,13,1,2,1018.79
1002,2023-09-18,7,8,4,93.09
375,2023-11-23,5,5,2,9997.31
442,2024-07-04,8,4,3,46.61
581,2024-02-12,9,7,4,356.04
1341,2023-07-16,15,3,5,189.14
100,2024-06-17,8,4,3,44.73
864,2024-10-14,1,5,1,29140.06
1208,2024-02-15,2,2,2,55180.41
292,2024-04-04,6,4,2,4175.77
293,2024-04-25,14,4,3,80.41
1449,2024-01-01,15,8,4,198.86
996,2024-03-01,12,6,4,66306.38
603,2024-05-20,15,4,5,204.18
622,2024-02-15,7,2,5,89.77
767,2023-10-12,2,4,2,54458.12
625,2024-04-17,2,7,2,54968.7
761,2024-11-01,7,4,3,89.17
1362,2024-06-16,13,8,2,978.38
314,2024-10-05,4,6,1,8580.36
1071,2024-04-06,1,8,1,31137.26
83,2024-11-11,15,6,1,203.37
594,2023-01-03,2,1,1,52493.35
1171,2023-10-26,13,1,3,997.48
1355,2024-03-10,11,5,5,301.8
248,2024-10-10,15,2,5,193.33
226,2024-06-22,4,2,2,8943.5
837,2024-08-03,7,6,4,86.05
1233,2023-02-08,10,8,5,542.37
244,2024-03-15,14,1,5,82.39
1386,2024-03-19,10,6,2,514.55
1382,2023-09-29,2,7,1,55675.02
322,2024-01-31,7,3,4,90.71
67,2023-04-25,3,3,1,25826.15
970,2023-10-10,9,7,2,331.86
933,2023-12-18,6,6,2,4073.96
436,2024-07-06,5,1,1,9993.89
242,2023-06-08,10,4,1,511.22
1084,2023-02-03,10,5,3,540.82
1052,2023-11-07,8,5,2,46.26
265,2023-03-20,9,2,5,349.35
938,2023-04-08,2,8,1,52385.48
993,2023-02-11,11,5,1,312.29
261,2024-02-19,1,6,1,30893.67
1036,2023-01-20,7,7,2,93.27
296,2023-05-22,14,1,4,81.96
334,2023-10-13,6,2,1,4084.03
854,2023-03-21,9,7,2,349.57
1003,2023-01-01,11,5,5,284.54
902,2023-03-11,8,4,2,46.35
868,2023-03-12,6,7,1,3833.82
1304,2024-03-10,11,7,2,309.03
1022,2024-06-20,6,2,2,4100.43
1197,2023-03-17,7,1,4,88.01
541,2023-02-03,8,6,1,44.73
809,2023-12-06,7,4,5,89.27
1063,2024-08-08,10,1,5,498.72
1145,2024-04-08,9,7,5,351.72
1205,2024-08-11,1,8,2,29798.24
825,2024-11-07,1,3,1,28899.51
1078,2023-07-05,4,3,1,8543.68
757,2023-06-20,4,1,1,8633.74
160,2024-08-22,8,8,1,44.87
1482,2023-05-19,1,2,1,30577.9
440,2023-02-18,15,7,5,195.39
976,2023-01-22,11,6,2,291.55
267,2023-09-20,5,3,1,9667.47
871,2023-05-01,3,3,1,25982.03
128,2024-05-21,14,3,4,76.73
189,2024-02-26,9,3,2,337.66
168,2024-12-27,5,1,2,9583.62
844,2023-02-07,9,8,2,344.32
872,2024-11-25,10,7,3,538.45
1485,2024-04-19,4,7,1,8645.2
201,2024-10-23,1,8,1,30228.64
931,2023-10-21,8,3,2,45.63
740,2024-03-02,8,2,5,43.89
395,2023-02-23,4,6,2,8630.89
1193,2024-12-26,15,2,5,191.64
8370,2024-06-15,999,4,1,100.0
672,2024-12-14,10,2,3,534.99
216,2023-08-30,14,2,3,79.35
508,2024-11-04,10,3,5,495.35
1500,2023-05-13,5,3,2,9591.3
774,2024-09-06,8,6,4,43.26
287,2024-05-12,5,3,1,9567.59
1378,2023-11-21,8,7,3,45.33
1174,2024-09-10,5,3,2,9859.9
1366,2023-02-06,1,5,1,29964.45
583,2023-03-22,9,4,2,350.27
613,2023-10-06,6,4,1,4101.69
718,2023-08-16,7,5,4,91.56
479,2023-05-24,13,2,5,1023.52
1220,2024-12-19,10,1,2,525.89
1093,2023-11-21,6,6,1,4035.6
1363,2024-05-24,8,5,5,44.3
1286,2024-12-29,9,3,2,360.84
1159,2023-07-10,8,1,5,44.99
1192,2023-02-28,15,4,5,201.75
484,2024-11-07,8,5,2,45.96
695,2024-06-20,14,1,2,76.57
929,2024-10-26,9,5,3,342.9
11,2023-08-27,14,7,3,78.63
